entity	neighbors
__city_1	nablus, cartagena, bergen, essen, halle, eindhoven, innsbruck, corpus christi, rochester, cuidad bolivar, stuttgart, sheffield, lynchburg, greater new york, natal, fargo, eugene, roanoke, kirkuk, santa cruz, san antonio, financial center, dijon, taif, braunschweig, mbeya, kumasi, adana, coventry, greensboro, reno, loyang, jersey city, saint augustine, manchester, birmingham, omaha, malaga, donetsk, nanjing, ciudad victoria, thunder bay, las vegas, ho chi minh city, mandalay, miami beach, huntsville, port sudan, curitiba, gateway to the west, jerez, omdurman, corinth, niagara falls, shanghai, leipzig, zaria, johannesburg, oxford, adalia, sebastopol, calgary, nagasaki, hohhot, karachi, youngstown, ephesus, tepic, palermo, herculaneum, nyala, nan ning, northampton, verona, independence, leningrad, salem, louisville, akron, merida, sao jose dos campos, aalborg, governador valadares, tucson, gomel, city of the angels, clarksburg, liverpool, canton, erie, durango, lublin, civic center, rostov, venezia, suez, abadan, khabarovsk, cork, veracruz, kisumu, morgantown, campeche, syracuse, laredo, czestochowa, san pedro sula, sao louis, ibadan, leeds, kaunas, logrono, fort worth, orumiyeh, worcester, rotterdam, ciudad juarez, bremerhaven, dneprodzerzhinsk, breslau, virginia beach, cambridge, rasht, vladivostok, vina del mar, marseille, kandy, guadalajara, lund, marrakech, dusseldorf, safaqis, seattle, goeteborg, huntington, san jose, barranquilla, pisa, hong kong, sardis, benghazi, cebu, mombasa, jabalpur, karbala, kaluga, smolensk, daugavpils, colossae, elisabethville, liege, springfield, portsmouth, dayton, tartu, wilmington, stalingrad, bombay, sao joao de meriti, davenport, casablanca, delhi, ilion, bridgeport, granada, guantanamo, cannes, taichung, aachen, persepolis, anchorage, oaxaca, punta arenas, mycenae, saskatoon, antofagasta, frankfort, banff, beira, cracow, omsk, medan, baltimore, galway, molotov, lyon, shiraz, huambo, cleveland, guayaquil, ferrara, reading, charlotte, thorshavn, belem, savannah, bromberg, pittsburgh, cincinnati, grenoble, brusa, mawlamyine, qum, kwangju, swansea, shreveport, yokohama, patrai, saragossa, fresno, messina, mazar i sharif, odessa, bari, riverside, dubai, jed dah, grand rapids, kansas city, fengtien, bordeaux, faisalabad, santa ana, buffalo, schenectady, long beach, torreon, bristol, lille, saratov, pasadena, mashhad, san sebastian, sao bernardo do campo, brest, lancaster, arnhem, new haven, reims, portland, chemnitz, oujda, dortmund, sparta, evansville, orleans, hargeisa, nakuru, chittagong, fes, aspadana, padova, saint petersburg, el aksur, alep, graz, kuala lumpur, leiden, maracay, novgorod, nijmegen, waterbury, grozny, mwanza, constantinople, limeira, brindisi, plano, vicente lopez, taiyuan, tamale, tabuk, malmo, knoxville, durazzo, villa hermosa, aarhus, tangshan, papeete, torino, dresden, zabrze, blida, az zarqa, ehadhamen, t ien ching, wuhan, colorado springs, murmansk, fort wayne, goma, samarcand, katsina, zurich, toulon, santiago, macon, al mukalla, hangchow, oran, weimar, kananga, monterrey, temuco, wiesbaden, tulsa, flint, soledad, provo, muenchen, oakland, central city, tammerfors, mosul, winston salem, cologne, alexandria, glasgow, tel aviv, tours, constantine, heroica puebla de zaragoza, orizaba, peoria, versailles, jinja, assouan, pusan, kharkiv, chula vista, naha city, chongqing, mysore, green bay, soweto, lexington, kandahar, nan chang, hannover, trent, nicaea, odesa, tabriz, cremona, fukuoka, newcastle, state capital, zomba, genoa, nalchik, aspinwall, cordoba, saida, oviedo, kobe, maiduguri, adrianople, changan, siracusa, hyderabad, san juan, toulouse, utica, sioux falls, lubbock, split, mobile, medellin, san luis potosi, newport, kursk, hermosillo, nuremberg, sudbury, halicarnassus, valencia, mannheim, gorki, barcelona, asahikawa, gafsa, winchester, uppsala, nagoya, pinsk, cape town, akaba, columbus, fort lauderdale, ur, argos, lodz, inner city, salzburg, brno, babylon, espoo, calcutta, aquila, parkersburg, alma ata, douala, annaba, pergamum, spokane, utrecht, nagano, joao pessoa, nancy, lentia, katowice, izmir, durham, toledo, lucknow, el giza, peshawar, paterson, kimberley, bremen, hamilton, leicester, liepaja, racine, santa clara, rockford, medical center, gomorrah, setubal, montreal, sioux city, wuerzburg, chennai, dodoma, tacoma, firenze, culiacan, san bernadino, wichita falls, leon, tanga, ashur, waco, bam, tangier, novosibirsk, lausanne, geneva, nantes, lanchou, herat, sao goncalo, nidaros, mexicali, pueblo, klaipeda, hiroshima, lushun, salonica, charleroi, newark, dallas, decatur, miami, rawalpindi, namur, varna, la spezia, samaria, tijuana, lahore, ufa, sao paulo, gloucester, toyonaki,  s gravenhage, brownsville, kitakyushu, garland, philippopolis, nineveh, el paso, memphis, pompeii, south bend, wheeling, milwaukee, mazatlan, houston, solingen, thebes, auckland, matamoros, tabora, quezon city, ostrava, wichita, charleston, cadiz, newport news, citta del vaticano, aden, yalta, kazan, tuxtla gutierrez
__city_2	administrative district, city district, uptown, public square
__city_district_1	quarter, fringe, city, wembley, hell s half acre, district, west berlin, west end, waterfront, soho
__city_limit_1	demarcation, town
__city_manager_1	politician, civil authority
__city_of_brotherly_love_1	independence hall, keystone state, walt whitman bridge
__city_of_london_1	british capital, center
__city_of_the_angels_1	city, point of entry, catalina island
__city_of_westminster_1	british capital, houses of parliament, borough, downing street, westminster abbey
__city_planning_1	zoning, planning
__city_state_1	carthage, body politic
__ciudad_juarez_1	city, mexico
__ciudad_victoria_1	city, mexico
__civet_1	family viverridae, banded palm civet, fanaloka, cryptoprocta, palm cat, arctictis bintourong, viverrine
__civic_center_2	city, hub
__civil_authority_1	city manager, authority
__civil_law_1	complaint, accession, jurisprudence
__civil_law_2	legal code, addiction, stipulate
__civil_list_1	budget
__civil_right_1	freedom from involuntary servitude, equal protection of the laws, right to confront accusors, freedom of assembly, equal opportunity, human right, right to an attorney, freedom from cruel and unusual punishment, freedom from discrimination, freedom to bear arms, freedom of speech, freedom from double jeopardy, freedom from search and seizure, habeas corpus, freedom of the press, right to due process, right to speedy and public trial by jury, freedom from self incrimination, jurisprudence, freedom of religion
__civil_rights_activist_1	malcolm little, king, paul bustill robeson, crusader, parks
__civil_service_1	government officials, bureaucracy
__civil_time_1	time
__civil_war_1	war, spanish civil war
__civil_wrong_1	jurisprudence, actus reus
__civilian_clothing_1	article of clothing
__civilisation_2	subculture, society, aegean civilisation, paleo american culture, archaeology
__civilisation_3	government
__civilise_1	alter
__civility_2	deference, formality
__cladding_1	protection, revetement
__cladonia_1	cladoniaceae
__cladoniaceae_1	division lichenes, cladonia
__cladorhyncus_1	banded stilt, bird genus
__cladrastis_1	rosid dicot genus, papilionoideae, cladrastis kentukea
__cladrastis_kentukea_1	angiospermous yellowwood, cladrastis
__claim_10	entitlement, legal right
__claim_3	bespeak, counterclaim, demand
__claim_7	assertion, allegation
__clairvoyance_1	parapsychology
__clam_1	giant clam, hard shell clam, jackknife clam, long neck clam, bivalve, shipworm
__clam_3	hard shell clam, long neck clam
__clamatores_1	order passeriformes, animal order
__clamber_1	climb
__clammy_locust_1	genus robinia, locust
__clammyweed_1	herb, genus polanisia
__clamor_2	call, express
__clamp_1	bring down
__clan_1	mishpachah, family, totem, relation, tribesman, social group, clan member
__clan_member_1	clan, member
__clang_1	noise, go
__clanger_1	bloomer
__clangula_1	clangula hyemalis, bird genus
__clangula_hyemalis_1	sea duck, clangula
__clannish_1	private
__clap_1	beat
__clapboard_1	siding
__clapped_out_1	worn
__clapper_2	gustatory organ, pharynx, organ, articulator
__clapper_3	striker, bell
__clara_josephine_schumann_1	pianist, composer
__claret_1	booze
__claret_2	red wine, bordeaux
__clarification_1	interpretation
__clarify_1	dilate, clear, alter, explain
__clarinetist_1	arthur jacob arshawsky, instrumentalist, benjamin david goodman
__clarion_1	brass
__clarity_1	quality, clearcutness, comprehensibility, transparence
__clark_1	full general, adventurer
__clarksburg_1	city, mountain state
__clary_sage_1	sage, clary sage
__clash_1	crash, collide with
__clash_2	conflict
__clasp_1	bosom, grasp
__clasp_4	fastener, bangle, bag
__clasp_5	embrace, grasping
__class_2	center, labor, people, class structure, brotherhood, demimonde, caste, bourgeoisie, firing line, domain, upper class, fair sex, agriculture, peasantry, market, ninja
__class_3	sixth form, assemblage
__class_4	lesson, course of lectures, correspondence course, coursework, extension course, class period
__class_8	class xanthophyceae, ascomycetes, class ulvophyceae, class schizomycetes, archiannelida, class tiliomycetes, aphasmidia, bivalvia, entomostraca, archaeornithes, class nuda, class hexapoda, superclass myriapoda, dipnoi, class cryptophyceae, cephalopoda, homobasidiomycetes, class polyplacophora, chlorophyceae, class cyanobacteria, gnathostomata, class filicinae, chilopoda, class phaeophyceae, class pauropoda, alismatidae, class coniferopsida, class crustacea, class polychaeta, opisthobranchia, phylum, class flagellata, class osteichthyes, ostracoda, heterobasidiomycetes, class holothuroidea, class lycopodiate, biological science, chrysophyceae, archosauria, class onychophora, subclass zoomastigina, class pteridospermopsida, class tentaculata, order, class hirudinea, hominoidea, class crinoidea, class cyclosporeae, class pinopsida, class phasmidia, subclass telosporidia, holocephali, class equisetatae, channidae, ascidiaceae, acrasiomycetes, liliidae, class hyalospongiae, class sporozoa, cirripedia, class hymenomycetes, arachnida, actinozoa, class hemiascomycetes, pantotheria, lepidosauria, class zygomycetes, class myxomycetes, taxon, class deuteromycetes, class turbellaria, class tardigrada, class trematoda, hamamelidae, class symphyla, class thaliacea, exopterygota, commelinidae, agnatha, copepoda, class gnetopsida, arecidae, class ginkgophytina, euascomycetes, metatheria, rosidae, actinopoda, ciliata, chelicerata, bryopsida, class eumycetes, class gasteropoda, class cycadopsida, class rhodophyceae, bacillariophyceae, class sarcodina, subclass teleostei, aves, ophiurida, magnoliidae, rhizopoda, crossopterygii, class taxopsida, cestoda, class lycopodineae
__class_action_suit_1	jurisprudence, case
__class_coniferopsida_1	class pinopsida, class, order taxales, class taxopsida
__class_crinoidea_1	class, crinoid
__class_crustacea_1	class, copepoda, entomostraca, cirripedia, ostracoda, arthropoda, malacostraca, branchiopoda, crustacean
__class_cryptophyceae_1	class, cryptomonad, cryptophyta
__class_cyanobacteria_1	class, family nostocaceae, blue green algae, family oscillatoriaceae
__class_cycadopsida_1	class, cycadales
__class_cyclosporeae_1	class
__class_deuteromycetes_1	deuteromycota, class
__class_dicotyledonae_1	magnoliidae, casuarinales, order primulales, dilleniidae, myricales, diapensiales, order salicales, dicot genus, order polygonales, order scrophulariales, aristolochiales, asteridae, oleales, order proteales, order urticales, angiospermae, juglandales
__class_diplopoda_1	category, arthropoda, millepede
__class_echinoidea_1	order spatangoida, echinodermata
__class_equisetatae_1	class, equisetales, division pteridophyta
__class_euglenophyceae_1	euglenaceae
__class_eumycetes_1	division eumycota, class
__class_fellow_1	acquaintance
__class_filicinae_1	family schizaeaceae, class, adiantaceae, fern, davalliaceae, athyriaceae, cryptogrammataceae, division pteridophyta, family thelypteridaceae, ophioglossales
__class_flagellata_1	cilioflagellata, class, phylum protozoa
__class_gasteromycetes_1	hymenogastrales, lycoperdales, order tulostomatales, order sclerodermatales, gasteromycete
__class_gasteropoda_1	family strombidae, family naticidae, class, limpet, family fissurellidae, family patellidae, cymatiidae, opisthobranchia, akeridae, family limacidae, amphineura, mollusca, family haliotidae, order pulmonata, gastropod, buccinidae
__class_ginkgophytina_1	class, ginkgoales
__class_gnetopsida_1	gnetales, class, class gymnospermae
__class_gymnospermae_1	division spermatophyta, class gnetopsida, gymnosperm family, gymnospermous tree, gymnosperm genus
__class_hemiascomycetes_1	endomycetales, class
__class_hepaticae_1	marchantiales, hepatic, jungermanniales, order sphaerocarpales, bryophyta
__class_hexapoda_1	class, order siphonaptera, collembola, neuroptera, mecoptera, order plecoptera, diptera, dermaptera, exopterygota, anoplura, mallophaga, ephemerida, embiodea, dictyoptera, lepidoptera, order phasmatodea, order thysanoptera, hemiptera, mantophasmatodea, odonata
__class_hirudinea_1	family hirudinidae, class, annelida
__class_holothuroidea_1	class, echinodermata
__class_hyalospongiae_1	glass sponge, class, euplectella
__class_hydrozoa_1	genus hydra, hydroid, genus sertularia
__class_hymenomycetes_1	basidiomycota, class
__class_larvacea_1	category, larvacean, genus appendicularia
__class_liliopsida_1	arecidae, alismales, endogen, alismatidae, angiospermae, liliidae
__class_list_1	list
__class_lycopodiate_1	class, club moss, lepidodendrales, order selaginellales, class lycopodineae
__class_lycopodineae_1	class lycopodiate, class
__class_mammalia_1	mammal, prototheria, eutheria, unguiculata, pantotheria, metatheria
__class_merostomata_1	chelicerata, arthropod
__class_myxomycetes_1	acellular slime mold, class, division gymnomycota
__class_nuda_1	class, ctenophora, genus beroe
__class_oligochaeta_1	angleworm, branchiobdellidae, oligochaete, annelida
__class_onychophora_1	class, family peripatidae
__class_oomycetes_1	order saprolegniales, family plasmodiophoraceae
__class_ophiuroidea_1	echinodermata, euryalida, ophiurida
__class_osteichthyes_1	bony fish, class, subclass teleostei, crossopterygii
__class_pauropoda_1	class, arthropoda
__class_period_1	session, class
__class_phaeophyceae_1	division phaeophyta, class, laminariales
__class_phasmidia_1	aschelminthes, class
__class_pinopsida_1	class coniferopsida, class
__class_placodermi_1	craniata, placoderm
__class_plectomycetes_1	ascomycota, aspergillales
__class_polychaeta_1	polychaete, lobworm, class, annelida
__class_polyplacophora_1	class, genus chiton
__class_psilopsida_1	order psilotales
__class_pteridospermopsida_1	cycadofilicales, class
__class_pyrenomycetes_1	hypocreales, ascomycota
__class_reptilia_1	lepidosauria, anapsida, archosauria
__class_rhodophyceae_1	class, family rhodymeniaceae, family gigartinaceae, division rhodophyta, bangiaceae
__class_sarcodina_1	actinopoda, class, sarcodine
__class_scaphopoda_1	scaphopod
__class_schizomycetes_1	class, division schizophyta
__class_scyphozoa_1	scyphozoan, chrysaora
__class_sporozoa_1	class, phylum protozoa, sporozoan
__class_structure_1	social organisation, class
__class_symphyla_1	class, arthropoda
__class_tardigrada_1	tardigrade, class
__class_taxopsida_1	class coniferopsida, class
__class_tentaculata_1	class, cestida, ctenophora, lobata, cydippea, order platyctenea
__class_thaliacea_1	subphylum tunicata, class
__class_tiliomycetes_1	basidiomycota, class
__class_trematoda_1	phylum platyhelminthes, class, fluke, helminth
__class_turbellaria_1	phylum platyhelminthes, planaria, class
__class_ulvophyceae_1	class, chlorophyta
__class_xanthophyceae_1	class, chrysophyta
__class_zygomycetes_1	mucorales, class, subdivision zygomycota
__classical_1	sonata, genre
__classical_architecture_1	cyma, architectural style
__classical_mythology_1	alcides, ambrosia, iron age, greek mythology, basilisk, nymph, erinyes, priapus, centaur, silver age, golden age
__classicalism_1	arts, artistic style
__classifying_adjective_1	adjective
__classroom_1	school, room
__clastic_rock_1	geology, rock
__clathraceae_1	genus pseudocolus, clathrus, fungus family
__clathrate_2	enclosed, chemical science
__clathrus_1	fungus genus, clathraceae
__clatonia_lanceolata_1	flower, claytonia
__claudication_1	disability of walking
__clavariaceae_1	coral fungus
__claviceps_1	claviceps purpurea, fungus genus, family hypocreaceae
__claviceps_purpurea_1	claviceps, fungus
__clavicipitaceae_1	ascomycete
__clavicle_1	arteria subclavia, bone
__clavier_1	keyboard, accordion, forte piano, organ
__clavier_2	cembalo, stringed instrument
__claw_1	scrape
__claw_2	assail
__claw_4	tenterhook, mechanical device, anchor, grapnel
__clawback_1	regaining
__clay_1	dirt, roofing tile, china clay, full general, clayware, adobe, brick
__clay_2	dirt, pol
__clay_colored_robin_1	thrush, genus turdus
__claytonia_1	claytonia virginica, carolina spring beauty, clatonia lanceolata, caryophylloid dicot genus
__claytonia_virginica_1	flower, claytonia
__clayware_1	ceramic ware
__clean_1	disinfect, bream, hoover, remove, plume, launder
__clean_2	clean up
__clean_3	remove, groom, bath, floss
__clean_4	remove, chemical science, be
__clean_6	jerk, weightlift, immaculate
__clean_7	pure
__clean_9	faith, cosher, halal
__clean_out_1	can, empty
__clean_up_1	order, clean
__cleaner_1	formulation, soap
__cleaner_3	jack, char
__cleaning_1	scouring, bathing, depilation, housecleaning, purge
__cleaning_implement_1	broom, mop, cleaning pad
__cleaning_pad_1	cleaning implement, pad
__cleanup_2	position
__clear_1	alter
__clear_14	empty
__clear_17	broad, crystal clear
__clear_24	meteorology, bright
__clear_4	bare
__clear_5	bring home the bacon
__clear_7	clarify, determine
__clear_8	bear
__clear_9	benefit
__clear_up_2	complete
__clearance_1	elbow room, interval
__clearcutness_1	clarity
__clearing_2	freeing
__clearway_1	road
__clearweed_1	nettle, genus pilea
__cleat_1	calk, projection, cleats
__cleat_2	fastener
__cleats_1	cleat, shoe
__cleavage_1	chemical action
__cleavage_2	gestation, embryology, cell division
__cleave_1	create, tear
__cleft_1	indentation, compound
__cleft_2	break, vent
__cleg_1	gadfly
__cleistes_1	cleistes rosea, family orchidaceae, cleistes divaricata
__cleistes_divaricata_1	orchid, cleistes
__cleistes_rosea_1	orchid, cleistes
__clematis_1	genus clematis, vine
__clemency_2	amnesty, reprieve, lenience
__clemens_1	humorist, author
__clementine_1	citrus reticulata
__clench_1	vessel
__cleome_1	cleome, herb, caper family, dilleniid dicot genus
__cleome_pinnata_1	genus stanleya, subshrub
__clergy_1	clergyman, priesthood
__clergyman_1	priest, vicar, spiritual leader, donne, deacon, doorkeeper, king, churchman, subdeacon, clergy, curate, john wesley, beecher, roger williams, lector, archdeacon, postulator
__clerid_1	beetle, cleridae
__cleridae_1	coleoptera, arthropod family, clerid
__clerk_1	employee, settler
__clethra_1	dicot genus, clethraceae
__clethraceae_1	dilleniid dicot family, clethra, ericales
__clethrionomys_1	red backed mouse
__cleveland_1	city, buckeye state
__cleveland_2	chief executive
